month,year,destinationProvinceNameEn,originProvinceNameEn,visitPurposeEn,trips,spendSAR,nights,origin_temp,destination_temp
1,2018,Albaha,Alqassim,Leisure,1754.46,2631692.38,5263.38,12.08,19.0
1,2018,Albaha,Jazan,VFR,1583.6,2375406.99,4750.81,26.09,19.0
1,2018,Albaha,Madinah,Leisure,12733.95,20629002.13,72159.06,14.67,19.0
1,2018,Albaha,Makkah,Business,6568.35,5327660.65,15326.15,20.71,19.0
1,2018,Albaha,Makkah,Leisure,68910.76,44778264.67,390646.05,20.71,19.0
1,2018,Albaha,Makkah,VFR,51606.07,23606287.22,276908.47,20.71,19.0
1,2018,Albaha,Najran,Leisure,3270.99,4088741.38,19625.96,16.06,19.0
1,2018,Albaha,Riyadh,Leisure,3582.75,4478438.89,25079.26,13.36,19.0
1,2018,Albaha,Riyadh,VFR,8061.19,7613346.1,58219.71,13.36,19.0
1,2018,Albaha,Tabuk,Leisure,2448.95,4897898.01,34285.29,9.92,19.0
1,2018,Albaha,Tabuk,VFR,5991.63,8987437.59,179748.75,9.92,19.0
1,2018,Alqassim,Eastern,Other,1428.46,3214043.79,3571.16,,12.08
1,2018,Alqassim,Eastern,VFR,2856.93,5356739.65,12141.94,,12.08
1,2018,Alqassim,Hail,Business,2801.81,1260814.56,9806.34,9.95,12.08
1,2018,Alqassim,Hail,VFR,1400.91,1400905.06,4202.72,9.95,12.08
1,2018,Alqassim,Jouf,Leisure,1417.53,1890045.19,4252.6,8.89,12.08
1,2018,Alqassim,Jouf,VFR,945.02,1512036.15,1890.05,8.89,12.08
1,2018,Alqassim,Madinah,VFR,1697.86,4244650.64,11885.02,14.67,12.08
1,2018,Alqassim,Makkah,Business,2189.45,2262431.23,4378.9,20.71,12.08
1,2018,Alqassim,Makkah,Leisure,6876.36,8806351.34,54200.64,20.71,12.08
1,2018,Alqassim,Makkah,VFR,24391.95,12277000.58,119884.12,20.71,12.08
1,2018,Alqassim,Najran,VFR,3270.99,4906489.66,22896.95,16.06,12.08
1,2018,Alqassim,Northern Borders,VFR,914.07,868364.48,2742.2,10.44,12.08
1,2018,Alqassim,Riyadh,Leisure,2687.06,1343531.67,5374.13,13.36,12.08
1,2018,Alqassim,Riyadh,VFR,23432.27,11866394.26,122009.8,13.36,12.08
1,2018,Aseer,Albaha,Leisure,2995.18,2495979.43,23961.4,19.0,16.26
1,2018,Aseer,Alqassim,Leisure,8772.31,3772092.41,56142.77,12.08,16.26
1,2018,Aseer,Aseer,Leisure,71611.58,29033447.22,310740.56,16.26,16.26
1,2018,Aseer,Aseer,VFR,22653.91,14483077.56,85366.32,16.26,16.26
1,2018,Aseer,Eastern,VFR,5713.86,7142319.54,64995.11,,16.26
1,2018,Aseer,Jazan,Business,1583.6,791802.33,3167.21,26.09,16.26
1,2018,Aseer,Jazan,Leisure,19003.26,4750813.97,82347.44,26.09,16.26
1,2018,Aseer,Jazan,VFR,13496.12,5014401.79,51159.95,26.09,16.26
1,2018,Aseer,Madinah,Leisure,5093.58,10017375.52,30561.48,14.67,16.26
1,2018,Aseer,Makkah,Business,9584.72,6895779.49,21780.7,20.71,16.26
1,2018,Aseer,Makkah,Leisure,142702.65,119490021.6,745317.15,20.71,16.26
1,2018,Aseer,Makkah,VFR,87236.59,72340535.66,499629.96,20.71,16.26
1,2018,Aseer,Najran,Leisure,3270.99,2453244.83,16354.97,16.06,16.26
1,2018,Aseer,Najran,VFR,9569.87,8920089.71,44489.94,16.06,16.26
1,2018,Aseer,Riyadh,Business,566.29,509660.76,2265.16,13.36,16.26
1,2018,Aseer,Riyadh,Leisure,17873.13,30294311.23,169463.13,13.36,16.26
1,2018,Aseer,Riyadh,VFR,28332.61,17763495.05,194508.63,13.36,16.26
1,2018,Aseer,Tabuk,VFR,47933.0,94517885.29,633614.35,9.92,16.26
1,2018,Eastern,Albaha,Leisure,1996.78,3494371.2,7987.13,19.0,
1,2018,Eastern,Alqassim,Business,1754.46,877230.79,14035.69,12.08,
1,2018,Eastern,Alqassim,Leisure,2631.69,1315846.19,2631.69,12.08,
1,2018,Eastern,Alqassim,VFR,23068.34,7609270.75,103156.69,12.08,
1,2018,Eastern,Aseer,Leisure,2427.79,8497259.56,24277.88,16.26,
1,2018,Eastern,Aseer,VFR,4855.58,9711153.78,24277.88,16.26,
1,2018,Eastern,Eastern,Business,1083.44,1619694.26,1821.87,,
1,2018,Eastern,Eastern,Leisure,19726.05,12549862.36,65061.35,,
1,2018,Eastern,Eastern,Other,714.23,214269.59,1428.46,,
1,2018,Eastern,Eastern,VFR,2536.1,2560032.03,5048.01,,
1,2018,Eastern,Hail,Other,1400.91,2101357.59,7004.53,9.95,
1,2018,Eastern,Jazan,Leisure,4750.81,4750813.97,28504.88,26.09,
1,2018,Eastern,Jazan,VFR,3167.21,6334418.63,15836.05,26.09,
1,2018,Eastern,Jouf,VFR,945.02,1653789.54,2835.07,8.89,
1,2018,Eastern,Madinah,Business,848.93,3395720.51,2546.79,14.67,
1,2018,Eastern,Madinah,Other,848.93,2292111.35,2546.79,14.67,
1,2018,Eastern,Madinah,VFR,10705.28,13585395.71,70648.5,14.67,
1,2018,Eastern,Makkah,Business,8644.0,10825104.74,54552.63,20.71,
1,2018,Eastern,Makkah,Leisure,62633.73,51338267.7,488860.23,20.71,
1,2018,Eastern,Makkah,Other,2919.27,3649082.64,7298.17,20.71,
1,2018,Eastern,Makkah,VFR,24067.25,24772946.12,184526.74,20.71,
1,2018,Eastern,Najran,VFR,817.75,2862118.97,4088.74,16.06,
1,2018,Eastern,Northern Borders,Leisure,2742.2,7152581.08,8226.61,10.44,
1,2018,Eastern,Northern Borders,VFR,5941.44,6032847.94,25136.87,10.44,
1,2018,Eastern,Riyadh,Business,15052.93,19886707.62,1428263.97,13.36,
1,2018,Eastern,Riyadh,Leisure,143413.8,99146074.55,589355.68,13.36,
1,2018,Eastern,Riyadh,VFR,52486.81,33072631.09,205653.79,13.36,
1,2018,Eastern,Tabuk,Business,5991.63,1497906.26,23966.5,9.92,
1,2018,Eastern,Tabuk,Other,2995.81,2995812.53,8987.44,9.92,
1,2018,Eastern,Tabuk,VFR,8987.44,17974875.17,101857.63,9.92,
1,2018,Hail,Alqassim,Leisure,6140.62,1754461.59,18421.85,12.08,9.95
1,2018,Hail,Alqassim,VFR,4386.15,2000086.21,15790.15,12.08,9.95
1,2018,Hail,Eastern,VFR,714.23,428539.17,7142.32,,9.95
1,2018,Hail,Hail,Business,2801.81,700452.53,7004.53,9.95,9.95
1,2018,Hail,Jouf,VFR,201.35,302021.72,402.7,8.89,9.95
1,2018,Hail,Makkah,Business,518.91,1037826.06,1037.83,20.71,9.95
1,2018,Hail,Makkah,Leisure,3649.08,2189449.58,18245.41,20.71,9.95
1,2018,Hail,Makkah,VFR,8952.01,7137483.94,48067.74,20.71,9.95
1,2018,Hail,Riyadh,Leisure,7073.0,2640810.16,16555.54,13.36,9.95
1,2018,Hail,Riyadh,VFR,4149.04,4370368.84,43137.4,13.36,9.95
1,2018,Hail,Tabuk,VFR,8987.44,5991625.06,44937.19,9.92,9.95
1,2018,Jazan,Albaha,Leisure,8985.53,7987134.18,54911.55,19.0,26.09
1,2018,Jazan,Aseer,Leisure,61908.61,58873869.82,253703.89,16.26,26.09
1,2018,Jazan,Aseer,VFR,19824.21,6471375.69,151326.69,16.26,26.09
1,2018,Jazan,Eastern,Other,714.23,214269.59,2856.93,,26.09
1,2018,Jazan,Eastern,VFR,2142.7,1428463.91,24283.89,,26.09
1,2018,Jazan,Makkah,Business,1556.74,2075652.12,9340.43,20.71,26.09
1,2018,Jazan,Makkah,Leisure,30538.5,26994865.79,110784.93,20.71,26.09
1,2018,Jazan,Makkah,Other,2919.27,1459633.05,10217.43,20.71,26.09
1,2018,Jazan,Makkah,VFR,67223.54,48890104.9,461662.81,20.71,26.09
1,2018,Jazan,Najran,Leisure,15537.22,14310594.83,47429.4,16.06,26.09
1,2018,Jazan,Najran,VFR,3270.99,4497615.52,14719.47,16.06,26.09
1,2018,Jazan,Riyadh,Business,895.69,447843.89,6269.81,13.36,26.09
1,2018,Jazan,Riyadh,Leisure,4478.44,3582751.11,16122.38,13.36,26.09
1,2018,Jazan,Riyadh,VFR,17913.76,16570223.87,158536.74,13.36,26.09
1,2018,Jazan,Tabuk,VFR,32953.94,55422531.79,383464.0,9.92,26.09
1,2018,Jouf,Alqassim,Business,568.79,227514.9,1137.57,12.08,8.89
1,2018,Jouf,Alqassim,Leisure,877.23,614061.56,2631.69,12.08,8.89
1,2018,Jouf,Jouf,Other,945.02,2551561.01,5670.14,8.89,8.89
1,2018,Jouf,Jouf,VFR,12757.81,11056764.36,36383.37,8.89,8.89
1,2018,Jouf,Madinah,VFR,1697.86,3395720.51,11885.02,14.67,8.89
1,2018,Jouf,Makkah,VFR,11677.06,12888559.87,56195.87,20.71,8.89
1,2018,Jouf,Northern Borders,VFR,1504.95,1529431.07,4247.15,10.44,8.89
1,2018,Jouf,Riyadh,VFR,4715.33,4586165.32,17214.33,13.36,8.89
1,2018,Madinah,Albaha,Religious,7987.13,4492762.98,27954.97,19.0,14.67
1,2018,Madinah,Alqassim,Religious,10122.13,6149814.99,35725.96,12.08,14.67
1,2018,Madinah,Alqassim,VFR,12281.23,4824769.37,66669.54,12.08,14.67
1,2018,Madinah,Aseer,Religious,2427.79,4855576.89,9711.15,16.26,14.67
1,2018,Madinah,Eastern,Business,714.23,142846.39,1428.46,,14.67
1,2018,Madinah,Eastern,Leisure,369.21,110763.59,1846.06,,14.67
1,2018,Madinah,Eastern,Other,714.23,214269.59,2142.7,,14.67
1,2018,Madinah,Eastern,Religious,31129.57,41051979.34,172789.42,,14.67
1,2018,Madinah,Eastern,VFR,714.23,642808.76,4999.62,,14.67
1,2018,Madinah,Hail,Religious,1400.91,1400905.06,2801.81,9.95,14.67
1,2018,Madinah,Jouf,VFR,2292.74,4613407.9,8365.57,8.89,14.67
1,2018,Madinah,Madinah,Leisure,134174.75,71513039.15,298062.05,14.67,14.67
1,2018,Madinah,Madinah,VFR,38326.72,19852802.75,116615.59,14.67,14.67
1,2018,Madinah,Makkah,Business,3957.09,4500433.83,9681.83,20.71,14.67
1,2018,Madinah,Makkah,Leisure,82014.08,55347251.18,321651.83,20.71,14.67
1,2018,Madinah,Makkah,Religious,484579.92,298925257.2,1889270.27,20.71,14.67
1,2018,Madinah,Makkah,VFR,53454.13,54384758.36,287886.06,20.71,14.67
1,2018,Madinah,Najran,Religious,5945.26,5304319.95,23781.04,16.06,14.67
1,2018,Madinah,Northern Borders,Religious,133.84,66922.48,267.69,10.44,14.67
1,2018,Madinah,Riyadh,Business,895.69,4478438.89,26870.63,13.36,14.67
1,2018,Madinah,Riyadh,Leisure,1698.87,849434.6,3397.74,13.36,14.67
1,2018,Madinah,Riyadh,Other,2831.45,1585611.26,16988.69,13.36,14.67
1,2018,Madinah,Riyadh,Religious,33954.88,20336050.62,109070.77,13.36,14.67
1,2018,Madinah,Riyadh,VFR,10089.46,8091192.23,64541.4,13.36,14.67
1,2018,Madinah,Tabuk,Religious,15930.11,10075196.21,63316.24,9.92,14.67
1,2018,Madinah,Tabuk,VFR,1836.71,3061186.26,9183.56,9.92,14.67
1,2018,Makkah,Albaha,Leisure,29951.75,17771373.55,156747.51,19.0,20.71
1,2018,Makkah,Albaha,Religious,25398.11,23182166.7,111152.63,19.0,20.71
1,2018,Makkah,Albaha,VFR,15263.22,13864008.68,84439.59,19.0,20.71
1,2018,Makkah,Alqassim,Business,3508.92,2456246.22,8772.31,12.08,20.71
1,2018,Makkah,Alqassim,Leisure,7895.08,6140615.56,23685.23,12.08,20.71
1,2018,Makkah,Alqassim,Religious,15385.51,10319066.25,38666.1,12.08,20.71
1,2018,Makkah,Alqassim,VFR,4029.61,3176429.72,18914.28,12.08,20.71
1,2018,Makkah,Aseer,Leisure,95020.21,148121090.57,447460.68,16.26,20.71
1,2018,Makkah,Aseer,Religious,87728.66,63045496.85,298011.56,16.26,20.71
1,2018,Makkah,Aseer,VFR,4035.41,4561972.93,11704.32,16.26,20.71
1,2018,Makkah,Eastern,Business,2511.91,1079498.51,8594.98,,20.71
1,2018,Makkah,Eastern,Leisure,13570.41,13070444.76,90707.46,,20.71
1,2018,Makkah,Eastern,Religious,47647.34,39506736.23,231221.68,,20.71
1,2018,Makkah,Eastern,VFR,8274.15,8188209.04,85356.48,,20.71
1,2018,Makkah,Jazan,Leisure,15836.05,19636697.75,63344.19,26.09,20.71
1,2018,Makkah,Jazan,Religious,13909.76,11037984.0,46822.78,26.09,20.71
1,2018,Makkah,Jazan,VFR,9501.63,13460639.59,39590.12,26.09,20.71
1,2018,Makkah,Jouf,Leisure,201.35,382560.84,402.7,8.89,20.71
1,2018,Makkah,Jouf,Religious,8016.49,4805561.51,16435.68,8.89,20.71
1,2018,Makkah,Madinah,Business,8944.98,6261488.11,15736.42,14.67,20.71
1,2018,Makkah,Madinah,Leisure,216396.1,245876436.23,1030133.33,14.67,20.71
1,2018,Makkah,Madinah,Other,4762.77,1925701.12,15655.34,14.67,20.71
1,2018,Makkah,Madinah,Religious,88975.5,45421573.17,156540.45,14.67,20.71
1,2018,Makkah,Madinah,VFR,32839.89,30188831.07,131047.41,14.67,20.71
1,2018,Makkah,Makkah,Business,15309.46,15014495.0,43122.9,20.71,20.71
1,2018,Makkah,Makkah,Leisure,289131.75,171956753.57,1102795.2,20.71,20.71
1,2018,Makkah,Makkah,Other,9260.02,6827501.01,38044.52,20.71,20.71
1,2018,Makkah,Makkah,VFR,104993.43,89626692.46,506061.74,20.71,20.71
1,2018,Makkah,Najran,Leisure,11912.61,26278455.25,56181.52,16.06,20.71
1,2018,Makkah,Najran,Religious,16929.61,17300908.76,57794.93,16.06,20.71
1,2018,Makkah,Najran,VFR,4906.49,4906489.66,22896.95,16.06,20.71
1,2018,Makkah,Northern Borders,Religious,3489.77,5584619.34,7247.24,10.44,20.71
1,2018,Makkah,Riyadh,Business,8627.48,20210729.12,81888.86,13.36,20.71
1,2018,Makkah,Riyadh,Leisure,74642.11,85789263.64,546603.94,13.36,20.71
1,2018,Makkah,Riyadh,Other,13672.21,5916727.23,31585.96,13.36,20.71
1,2018,Makkah,Riyadh,Religious,185856.16,103998678.99,545798.27,13.36,20.71
1,2018,Makkah,Riyadh,VFR,80386.26,74094225.08,439261.42,13.36,20.71
1,2018,Makkah,Tabuk,Leisure,8987.44,11983250.12,67405.78,9.92,20.71
1,2018,Makkah,Tabuk,Religious,4897.9,2142830.38,9795.8,9.92,20.71
1,2018,Makkah,Tabuk,VFR,9599.67,33598861.94,100425.09,9.92,20.71
1,2018,Najran,Alqassim,VFR,6140.62,8596861.78,138602.47,12.08,16.06
1,2018,Najran,Eastern,VFR,714.23,1428463.91,10713.48,,16.06
1,2018,Najran,Jazan,Business,1583.6,633441.86,3167.21,26.09,16.06
1,2018,Najran,Jazan,VFR,413.64,413640.96,1240.92,26.09,16.06
1,2018,Najran,Makkah,VFR,15634.16,10549869.55,165440.76,20.71,16.06
1,2018,Najran,Northern Borders,VFR,1371.1,2742203.61,13711.02,10.44,16.06
1,2018,Najran,Riyadh,VFR,10089.46,11522557.69,65200.2,13.36,16.06
1,2018,Najran,Tabuk,VFR,7489.53,13481156.38,112342.97,9.92,16.06
1,2018,Northern Borders,Eastern,VFR,4999.62,3428313.38,32140.44,,10.44
1,2018,Northern Borders,Jouf,Business,201.35,241617.37,201.35,8.89,10.44
1,2018,Northern Borders,Jouf,Leisure,472.51,472511.3,472.51,8.89,10.44
1,2018,Northern Borders,Jouf,VFR,945.02,1370282.76,1890.05,8.89,10.44
1,2018,Northern Borders,Makkah,Business,1459.63,1459633.05,2919.27,20.71,10.44
1,2018,Northern Borders,Makkah,VFR,4054.2,4054198.21,31298.65,20.71,10.44
1,2018,Northern Borders,Northern Borders,VFR,1828.14,685550.9,5484.41,10.44,10.44
1,2018,Northern Borders,Riyadh,VFR,2687.06,4030595.0,13435.32,13.36,10.44
1,2018,Riyadh,Albaha,Other,2995.18,3993567.09,14975.88,19.0,13.36
1,2018,Riyadh,Alqassim,Business,9861.78,16735027.15,104421.74,12.08,13.36
1,2018,Riyadh,Alqassim,Leisure,13418.81,10301239.08,53154.54,12.08,13.36
1,2018,Riyadh,Alqassim,Other,877.23,6140615.56,3508.92,12.08,13.36
1,2018,Riyadh,Alqassim,VFR,5263.38,4561600.13,21053.54,12.08,13.36
1,2018,Riyadh,Aseer,Business,3641.68,37266552.65,81330.91,16.26,13.36
1,2018,Riyadh,Aseer,Leisure,3231.6,8480898.54,29100.74,16.26,13.36
1,2018,Riyadh,Aseer,Other,6069.47,6676418.23,12138.94,16.26,13.36
1,2018,Riyadh,Aseer,VFR,9711.15,18815360.46,29133.46,16.26,13.36
1,2018,Riyadh,Eastern,Business,2511.91,1360669.51,5738.05,,13.36
1,2018,Riyadh,Eastern,Leisure,9333.4,9407241.76,38641.1,,13.36
1,2018,Riyadh,Eastern,Other,714.23,214269.59,2856.93,,13.36
1,2018,Riyadh,Eastern,VFR,10761.86,23194970.89,74746.1,,13.36
1,2018,Riyadh,Hail,Business,7004.53,10506787.97,18211.77,9.95,13.36
1,2018,Riyadh,Hail,Leisure,1400.91,2101357.59,2801.81,9.95,13.36
1,2018,Riyadh,Hail,Other,1400.91,2101357.59,2801.81,9.95,13.36
1,2018,Riyadh,Hail,VFR,1400.91,700452.53,2801.81,9.95,13.36
1,2018,Riyadh,Jazan,VFR,1583.6,2375406.99,3167.21,26.09,13.36
1,2018,Riyadh,Jouf,Leisure,2362.56,1795542.93,7087.67,8.89,13.36
1,2018,Riyadh,Jouf,Other,3307.58,8363449.96,10395.25,8.89,13.36
1,2018,Riyadh,Jouf,VFR,2292.74,4985245.29,6274.18,8.89,13.36
1,2018,Riyadh,Madinah,Business,848.93,1697860.26,1697.86,14.67,13.36
1,2018,Riyadh,Madinah,Other,6791.44,12267040.36,14431.81,14.67,13.36
1,2018,Riyadh,Madinah,VFR,23770.04,46606264.06,136677.75,14.67,13.36
1,2018,Riyadh,Makkah,Business,36457.44,47524178.75,136974.87,20.71,13.36
1,2018,Riyadh,Makkah,Leisure,69510.09,54670995.09,358142.66,20.71,13.36
1,2018,Riyadh,Makkah,Other,4686.91,5513831.26,24050.56,20.71,13.36
1,2018,Riyadh,Makkah,VFR,106941.64,110323221.77,565182.96,20.71,13.36
1,2018,Riyadh,Najran,Other,4088.74,6133112.07,13083.97,16.06,13.36
1,2018,Riyadh,Northern Borders,VFR,133.84,133844.95,267.69,10.44,13.36
1,2018,Riyadh,Riyadh,Business,13024.66,16988692.09,260493.28,13.36,13.36
1,2018,Riyadh,Riyadh,Leisure,2028.27,6084801.75,58449.72,13.36,13.36
1,2018,Riyadh,Riyadh,VFR,11551.43,3508183.45,47523.33,13.36,13.36
1,2018,Riyadh,Tabuk,VFR,5991.63,13481156.38,56920.44,9.92,13.36
1,2018,Tabuk,Albaha,Leisure,5990.35,8985525.95,47922.81,19.0,9.92
1,2018,Tabuk,Eastern,Business,369.21,406133.17,1107.64,,9.92
1,2018,Tabuk,Jouf,Leisure,1417.53,1890045.19,2835.07,8.89,9.92
1,2018,Tabuk,Jouf,Other,673.86,1240062.75,2494.09,8.89,9.92
1,2018,Tabuk,Jouf,VFR,3911.62,3999953.13,13020.87,8.89,9.92
1,2018,Tabuk,Madinah,Leisure,6791.44,7640371.16,23770.04,14.67,9.92
1,2018,Tabuk,Madinah,VFR,12733.95,15280742.32,56878.32,14.67,9.92
1,2018,Tabuk,Makkah,Business,2497.46,3329389.11,9989.84,20.71,9.92
1,2018,Tabuk,Makkah,Leisure,32111.93,15691055.33,162749.09,20.71,9.92
1,2018,Tabuk,Makkah,Other,2189.45,3649082.64,16785.78,20.71,9.92
1,2018,Tabuk,Makkah,VFR,30960.3,20223959.26,150844.43,20.71,9.92
1,2018,Tabuk,Northern Borders,Leisure,1371.1,1051178.05,4113.31,10.44,9.92
1,2018,Tabuk,Northern Borders,VFR,267.69,173998.44,535.38,10.44,9.92
1,2018,Tabuk,Riyadh,Leisure,3582.75,4030595.0,12539.63,13.36,9.92
1,2018,Tabuk,Riyadh,VFR,1791.38,2866200.89,8956.88,13.36,9.92
1,2018,Tabuk,Tabuk,Leisure,30296.93,22086983.19,142978.71,9.92,9.92
2,2018,Albaha,Madinah,Leisure,3266.53,3266527.48,13066.11,20.46,21.2
2,2018,Albaha,Makkah,Business,1508.59,754296.98,2262.89,24.34,21.2
2,2018,Albaha,Makkah,Leisure,29081.99,16522239.77,133040.11,24.34,21.2
2,2018,Albaha,Makkah,VFR,29417.58,9881290.5,152367.99,24.34,21.2
2,2018,Albaha,Riyadh,Leisure,1767.67,1767674.93,7070.7,18.51,21.2
2,2018,Alqassim,Albaha,VFR,4756.67,5351250.84,33296.67,21.2,17.72
2,2018,Alqassim,Alqassim,Leisure,837.92,125687.36,1675.83,17.72,17.72
2,2018,Alqassim,Alqassim,VFR,837.92,335166.29,1675.83,17.72,17.72
2,2018,Alqassim,Hail,Business,1078.74,539367.99,2157.47,15.55,17.72
2,2018,Alqassim,Hail,Other,3236.21,3775575.96,10787.36,15.55,17.72
2,2018,Alqassim,Hail,VFR,11866.1,2373219.17,23732.19,15.55,17.72
2,2018,Alqassim,Jouf,Business,437.39,2405620.45,1312.16,13.7,17.72
2,2018,Alqassim,Jouf,Leisure,2997.07,4139238.61,6868.92,13.7,17.72
2,2018,Alqassim,Jouf,VFR,1684.92,1809669.55,5994.15,13.7,17.72
2,2018,Alqassim,Madinah,Business,2449.9,1633263.74,7349.69,20.46,17.72
2,2018,Alqassim,Madinah,VFR,4083.16,2449895.61,20415.8,20.46,17.72
2,2018,Alqassim,Makkah,Leisure,8297.27,1697168.22,51292.19,24.34,17.72
2,2018,Alqassim,Makkah,VFR,1508.59,1131445.48,4525.78,24.34,17.72
2,2018,Alqassim,Northern Borders,Leisure,907.52,1043648.54,2722.56,14.9,17.72
2,2018,Alqassim,Northern Borders,VFR,2534.57,2558882.56,6696.2,14.9,17.72
2,2018,Alqassim,Riyadh,Business,558.8,111759.5,1117.59,18.51,17.72
2,2018,Alqassim,Riyadh,Leisure,4419.19,9722212.13,40656.52,18.51,17.72
2,2018,Alqassim,Riyadh,VFR,6745.66,3747180.99,25306.25,18.51,17.72
2,2018,Aseer,Albaha,Leisure,8324.17,2972917.14,33296.67,21.2,19.2
2,2018,Aseer,Aseer,Business,356.99,107097.15,713.98,19.2,19.2
2,2018,Aseer,Aseer,Leisure,46989.08,38885884.72,195500.4,19.2,19.2
2,2018,Aseer,Aseer,VFR,21608.52,44567576.34,199878.83,19.2,19.2
2,2018,Aseer,Eastern,Other,681.3,340648.69,1362.59,,19.2
2,2018,Aseer,Eastern,VFR,681.3,1021946.08,2725.19,,19.2
2,2018,Aseer,Jazan,Leisure,6532.32,26147550.6,13064.64,26.96,19.2
2,2018,Aseer,Jazan,Other,9197.86,3219250.36,18395.72,26.96,19.2
2,2018,Aseer,Jazan,VFR,12263.81,8431370.0,27593.57,26.96,19.2
2,2018,Aseer,Jouf,Leisure,1749.54,7391815.56,11372.02,13.7,19.2
2,2018,Aseer,Madinah,Leisure,4899.79,10861203.87,22865.69,20.46,19.2
2,2018,Aseer,Madinah,VFR,1633.26,3266527.48,8166.32,20.46,19.2
2,2018,Aseer,Makkah,Business,1072.64,643582.91,2145.28,24.34,19.2
2,2018,Aseer,Makkah,Leisure,60157.14,33538928.18,334636.51,24.34,19.2
2,2018,Aseer,Makkah,Other,754.3,301718.79,3771.48,24.34,19.2
2,2018,Aseer,Makkah,VFR,7542.97,4601211.61,44503.52,24.34,19.2
2,2018,Aseer,Najran,Leisure,2467.56,4112594.02,12337.78,19.6,19.2
2,2018,Aseer,Najran,VFR,8225.19,4770609.06,28788.16,19.6,19.2
2,2018,Aseer,Riyadh,Leisure,6186.86,10606049.59,92802.93,18.51,19.2
2,2018,Aseer,Riyadh,VFR,8188.29,8569214.44,54849.12,18.51,19.2
2,2018,Aseer,Tabuk,Business,7495.19,11867391.51,22485.58,15.45,19.2
2,2018,Aseer,Tabuk,VFR,28731.58,70579749.48,371012.13,15.45,19.2
2,2018,Eastern,Albaha,VFR,3567.5,6778251.07,20215.84,21.2,
2,2018,Eastern,Alqassim,Leisure,8379.16,7960199.48,31840.8,17.72,
2,2018,Eastern,Alqassim,Other,1675.83,418957.87,3351.66,17.72,
2,2018,Eastern,Alqassim,VFR,10054.99,2513747.2,26813.3,17.72,
2,2018,Eastern,Aseer,Business,16206.39,43217043.72,113444.74,19.2,
2,2018,Eastern,Aseer,Leisure,5402.13,24309587.1,37814.91,19.2,
2,2018,Eastern,Aseer,Other,2701.07,2701065.23,10804.26,19.2,
2,2018,Eastern,Aseer,VFR,27010.65,52670772.04,183672.44,19.2,
2,2018,Eastern,Eastern,Business,1362.59,1873567.81,4087.78,,
2,2018,Eastern,Eastern,Leisure,11605.13,10134573.48,68880.27,,
2,2018,Eastern,Eastern,Other,681.3,340648.69,2043.89,,
2,2018,Eastern,Eastern,VFR,4509.2,3485852.87,16604.98,,
2,2018,Eastern,Hail,Business,1078.74,1618103.98,3236.21,15.55,
2,2018,Eastern,Jazan,Leisure,1532.98,4598929.09,3065.95,26.96,
2,2018,Eastern,Jouf,Leisure,1312.16,962248.18,5248.63,13.7,
2,2018,Eastern,Jouf,Other,874.77,1968234.91,3499.08,13.7,
2,2018,Eastern,Jouf,VFR,372.76,354121.86,1118.28,13.7,
2,2018,Eastern,Madinah,Leisure,6533.05,8166318.7,26132.22,20.46,
2,2018,Eastern,Makkah,Business,2262.89,4902930.4,52800.79,24.34,
2,2018,Eastern,Makkah,Leisure,29299.97,36597986.57,280996.79,24.34,
2,2018,Eastern,Makkah,VFR,9051.56,9805860.8,119178.92,24.34,
2,2018,Eastern,Najran,Other,822.52,2467556.41,5757.63,19.6,
2,2018,Eastern,Northern Borders,Leisure,3630.08,4764482.46,9982.73,14.9,
2,2018,Eastern,Northern Borders,VFR,2667.46,2192632.54,6696.2,14.9,
2,2018,Eastern,Riyadh,Leisure,80257.75,50421571.15,285848.95,18.51,
2,2018,Eastern,Riyadh,Other,4419.19,22095936.65,61868.62,18.51,
2,2018,Eastern,Riyadh,VFR,49688.57,32488027.63,378914.63,18.51,
2,2018,Eastern,Tabuk,Leisure,8744.39,9556373.16,34977.57,15.45,
2,2018,Eastern,Tabuk,VFR,3747.6,1873798.66,7495.19,15.45,
2,2018,Hail,Alqassim,Business,1675.83,335166.29,3351.66,17.72,15.55
2,2018,Hail,Alqassim,VFR,837.92,418957.87,1675.83,17.72,15.55
2,2018,Hail,Aseer,Leisure,5402.13,9453728.31,37814.91,19.2,15.55
2,2018,Hail,Aseer,VFR,13505.33,40515978.49,162063.91,19.2,15.55
2,2018,Hail,Jouf,Leisure,874.77,1421502.99,1749.54,13.7,15.55
2,2018,Hail,Jouf,VFR,874.77,831032.52,1749.54,13.7,15.55
2,2018,Hail,Madinah,VFR,2449.9,2449895.61,17149.27,20.46,15.55
2,2018,Hail,Makkah,Business,754.3,754296.98,1508.59,24.34,15.55
2,2018,Hail,Makkah,Leisure,536.32,107263.82,1608.96,24.34,15.55
2,2018,Hail,Makkah,VFR,4525.78,1508593.97,22628.91,24.34,15.55
2,2018,Hail,Northern Borders,VFR,2268.8,4492226.32,6352.64,14.9,15.55
2,2018,Hail,Riyadh,Business,1117.59,167639.25,2235.19,18.51,15.55
2,2018,Hail,Riyadh,Leisure,3535.35,1767674.93,10606.05,18.51,15.55
2,2018,Hail,Tabuk,VFR,6246.0,15614988.82,37475.97,15.45,15.55
2,2018,Jazan,Albaha,Leisure,8324.17,10702501.69,41620.84,21.2,26.96
2,2018,Jazan,Aseer,Business,3772.04,2738068.2,23096.8,19.2,26.96
